id,loan_amnt,term,int_rate,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,acc_now_delinq,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_sats,pub_rec_bankruptcies
27908,20500, 60 months,21.70%,E,Sales designer,10+ years,OWN,46000,Source Verified,Fully Paid,debt_consolidation,700xx,LA,28.07,0,1,0,0,2628,0,0,1,2,2,0
27909,9900, 36 months,15.10%,C,School Bus Driver,4 years,MORTGAGE,46238,Verified,Fully Paid,debt_consolidation,187xx,PA,23.83,0,0,0,0,8633,0,0,1,7,7,0
27910,29175, 60 months,15.10%,C,Mill Mechanic,5 years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,894xx,NV,21.31,0,0,0,0,15233,0,0,0,5,6,0
27911,25000, 36 months,15.10%,C,Foreman,10+ years,MORTGAGE,200000,Verified,Charged Off,debt_consolidation,917xx,CA,9.92,1,3,0,0,6117,0,0,0,3,3,0
27912,6000, 60 months,19.52%,D,Nurse Practitioner ARNP,8 years,MORTGAGE,86000,Verified,Fully Paid,medical,328xx,FL,17.83,1,0,0,0,20040,0,0,0,3,3,0
27913,20000, 36 months,13.67%,B,corrections officer,10+ years,MORTGAGE,66000,Source Verified,Charged Off,debt_consolidation,605xx,IL,17.76,1,1,0,0,36999,0,0,1,1,1,0
27914,2900, 36 months,16.20%,C,transportation [driver],2 years,RENT,22000,Not Verified,Fully Paid,debt_consolidation,190xx,PA,13.69,0,0,0,0,958,0,0,0,5,5,0
27915,20000, 36 months,10.99%,B,Program Officer,5 years,MORTGAGE,100000,Source Verified,Fully Paid,debt_consolidation,201xx,VA,14.03,0,2,0,0,14130,0,0,0,7,8,0
27916,12800, 36 months,12.99%,B,Utility Craft Superintendant,10+ years,MORTGAGE,104000,Source Verified,Fully Paid,debt_consolidation,953xx,CA,5.81,0,3,0,0,19805,0,0,0,5,6,0
27917,18000, 36 months,7.90%,A,Lineman,< 1 year,RENT,99965,Not Verified,Fully Paid,credit_card,952xx,CA,14.15,0,3,0,0,21069,0,0,0,2,2,0
27918,14975, 36 months,7.90%,A,Regional Account Manager,5 years,RENT,50000,Not Verified,Fully Paid,credit_card,551xx,MN,18.96,0,0,0,0,3489,0,0,0,4,4,0
27919,11500, 60 months,19.20%,D,Inventory Clerk,< 1 year,RENT,35000,Source Verified,Fully Paid,credit_card,927xx,CA,12.48,0,0,0,0,2051,0,0,0,3,3,0
27920,16000, 36 months,15.10%,C,Community Affairs director,3 years,RENT,54000,Source Verified,Fully Paid,debt_consolidation,980xx,WA,7.91,0,0,0,0,2744,0,0,0,2,2,0
27921,35000, 36 months,18.55%,D,General Manager Human Resources,10+ years,MORTGAGE,325000,Source Verified,Fully Paid,credit_card,150xx,PA,13.1,0,1,0,0,54362,0,0,0,5,5,0
27922,21000, 36 months,8.90%,A,Store Manager,10+ years,OWN,120000,Source Verified,Charged Off,debt_consolidation,900xx,CA,31.84,0,0,1,0,11946,0,0,0,8,9,1
27923,4200, 36 months,19.20%,D,Automotive Technician,4 years,RENT,36000,Not Verified,Fully Paid,debt_consolidation,968xx,HI,20.87,0,0,0,0,8248,0,0,0,0,0,0
27924,19125, 60 months,21.00%,E,construction inspector,10+ years,MORTGAGE,65000,Source Verified,Fully Paid,debt_consolidation,891xx,NV,32.94,0,1,0,0,14775,0,0,0,4,4,0
27925,19775, 60 months,14.30%,C,General Manager,3 years,OWN,80000,Source Verified,Charged Off,debt_consolidation,421xx,KY,16.58,0,2,0,0,11404,0,0,0,4,5,0
27926,10000, 36 months,10.99%,B,Technical Customer Service,< 1 year,RENT,60000,Not Verified,Fully Paid,credit_card,801xx,CO,12.38,0,2,0,0,3522,0,0,0,6,6,0
27927,12000, 36 months,6.62%,A,Tech Rep,10+ years,OWN,46000,Verified,Fully Paid,debt_consolidation,427xx,KY,20.25,1,0,0,0,2543,0,0,0,2,3,0
27928,11500, 36 months,17.76%,D,RN,3 years,OWN,34000,Not Verified,Fully Paid,debt_consolidation,544xx,WI,9.64,0,1,0,0,1974,0,0,0,3,4,0
27929,10000, 60 months,17.10%,C,Customer Service Tech 1,10+ years,RENT,96000,Verified,Fully Paid,debt_consolidation,945xx,CA,9.16,0,0,0,0,1139,0,0,0,9,9,0
27930,13000, 36 months,9.67%,B,Vice President,10+ years,MORTGAGE,96000,Verified,Fully Paid,home_improvement,774xx,TX,22.75,0,0,0,0,15274,0,0,0,8,8,0
27931,3000, 36 months,18.55%,D,Manager,9 years,RENT,50000,Verified,Charged Off,credit_card,950xx,CA,20.08,0,0,0,0,1700,0,0,0,6,6,0
27932,35000, 36 months,12.99%,B,NE Service manager,10+ years,MORTGAGE,80000,Source Verified,Fully Paid,credit_card,080xx,NJ,22.4,0,1,0,0,5219,0,0,0,5,6,0
27933,30000, 36 months,12.99%,B,Supervisor: Airport Operations,10+ years,MORTGAGE,88000,Source Verified,Fully Paid,debt_consolidation,331xx,FL,15.55,0,1,0,0,13650,0,0,0,5,6,0
27934,12000, 36 months,13.67%,B,Branch Manager,9 years,MORTGAGE,72000,Verified,Fully Paid,debt_consolidation,604xx,IL,9.72,0,1,1,0,12200,0,0,1,2,2,1
27935,31825, 60 months,23.70%,F,FINANCE NCO,10+ years,RENT,79066.44,Verified,Charged Off,debt_consolidation,605xx,IL,27.98,0,1,0,0,4901,0,0,0,2,2,0
27936,9850, 36 months,14.30%,C,Electrical Mechanic,10+ years,MORTGAGE,47000,Not Verified,Fully Paid,debt_consolidation,344xx,FL,17.65,0,0,1,0,6601,0,0,0,2,3,1
27937,5500, 36 months,7.90%,A,Supervisor,10+ years,MORTGAGE,75000,Not Verified,Fully Paid,credit_card,661xx,KS,8.46,0,0,1,0,13531,0,0,0,2,2,1
27938,10225, 36 months,10.99%,B,RN,7 years,MORTGAGE,83000,Verified,Fully Paid,debt_consolidation,932xx,CA,23.51,0,2,0,0,24777,0,0,0,2,6,0
27939,9000, 36 months,15.61%,C,Letter Carrier,10+ years,MORTGAGE,58000,Verified,Fully Paid,other,953xx,CA,29.82,0,0,0,0,19333,0,0,0,0,0,0
27940,25000, 36 months,12.99%,B,,3 years,RENT,90000,Source Verified,Fully Paid,debt_consolidation,986xx,WA,23.35,0,0,0,0,5702,0,0,0,5,6,0
27941,9125, 36 months,6.62%,A,Interactive Marketing Manager,2 years,RENT,80000,Not Verified,Fully Paid,debt_consolidation,921xx,CA,12.57,0,3,0,0,10945,0,0,0,2,2,0
27942,18000, 36 months,12.99%,B,Technical Specialist,6 years,RENT,60000,Not Verified,Fully Paid,debt_consolidation,954xx,CA,13.86,0,1,0,0,3531,0,0,0,2,2,0
27943,21000, 36 months,13.67%,B,Senior Collector,7 years,MORTGAGE,55000,Source Verified,Fully Paid,debt_consolidation,935xx,CA,25.29,0,0,0,0,17179,0,0,0,3,4,0
27944,3000, 36 months,17.76%,D,Sales Assistant,< 1 year,OWN,31000,Not Verified,Fully Paid,credit_card,330xx,FL,26.25,0,2,0,0,3730,0,0,0,4,4,0
27945,1600, 36 months,23.70%,F,labor,2 years,RENT,40000,Source Verified,Fully Paid,debt_consolidation,770xx,TX,9.9,0,3,0,0,2557,0,0,0,2,2,0
27946,13000, 36 months,11.99%,B,Sales,2 years,RENT,54000,Verified,Fully Paid,debt_consolidation,902xx,CA,5.62,0,1,1,0,1404,0,0,2,3,3,1
27947,10000, 36 months,9.67%,B,fabrication,8 years,RENT,40000,Not Verified,Fully Paid,credit_card,946xx,CA,23.88,0,0,1,0,1214,0,0,0,9,9,1
27948,10000, 60 months,21.00%,E,home mortgage consultant,7 years,OWN,75000,Source Verified,Fully Paid,credit_card,109xx,NY,16.4,0,0,0,0,844,0,0,0,11,12,0
27949,35000, 36 months,22.40%,E,Meat Manager,10+ years,RENT,87000,Verified,Charged Off,debt_consolidation,112xx,NY,8.37,0,0,0,0,2936,0,0,0,6,6,0
27950,10000, 36 months,15.61%,C,OPERATOR OF BONDING,8 years,RENT,40722,Source Verified,Fully Paid,other,913xx,CA,13.76,0,0,0,0,2829,0,0,0,4,4,0
27951,9600, 36 months,16.20%,C,Plant Manager,7 years,MORTGAGE,75000,Source Verified,Fully Paid,debt_consolidation,444xx,OH,21.44,0,3,0,0,9868,0,0,0,5,6,0
27952,16000, 36 months,7.62%,A,Senior Analyst,7 years,MORTGAGE,102000,Source Verified,Fully Paid,home_improvement,441xx,OH,14.85,0,1,0,0,12706,0,0,0,5,9,0
27953,10525, 36 months,11.99%,B,Audiovisual Consultant,10+ years,MORTGAGE,102000,Not Verified,Fully Paid,debt_consolidation,070xx,NJ,10.91,0,1,0,0,62721,0,0,0,1,1,0
27954,24000, 36 months,11.99%,B,President,1 year,RENT,100000,Source Verified,Fully Paid,debt_consolidation,900xx,CA,10.03,0,0,0,0,4748,0,0,0,4,6,0
27955,8000, 36 months,13.67%,B,Processing Specialist 2,< 1 year,RENT,25000,Not Verified,Charged Off,debt_consolidation,850xx,AZ,26.88,0,0,1,0,4308,0,0,0,2,2,1
27956,25000, 60 months,17.10%,C,W3 - Personnel Officer,10+ years,MORTGAGE,82000,Source Verified,Fully Paid,debt_consolidation,853xx,AZ,26.06,0,2,0,0,27085,0,0,0,2,2,0
27957,11350, 36 months,13.67%,B,Adult Education Coordinator,< 1 year,OWN,33400,Not Verified,Fully Paid,debt_consolidation,421xx,KY,16.85,0,1,0,0,5292,0,0,0,3,4,0
27958,21000, 36 months,8.90%,A,Plant Manager & Ret O-4,< 1 year,RENT,130519,Verified,Fully Paid,debt_consolidation,980xx,WA,28.55,0,0,0,0,9951,0,0,0,3,5,0
27959,7000, 36 months,11.99%,B,Teacher ,10+ years,MORTGAGE,54000,Source Verified,Fully Paid,credit_card,774xx,TX,21.89,0,0,0,0,11471,0,0,0,5,5,0
27960,10500, 36 months,17.10%,C,Server/Bartender,3 years,RENT,30000,Verified,Fully Paid,credit_card,906xx,CA,21.32,0,0,0,0,3713,0,0,0,2,2,0
27961,8000, 36 months,9.67%,B,mechanic,2 years,MORTGAGE,55000,Source Verified,Fully Paid,debt_consolidation,021xx,MA,10.63,0,0,1,0,30890,0,0,0,5,5,1
27962,19950, 36 months,11.99%,B,Customer Service Engineer IV,3 years,MORTGAGE,96500,Source Verified,Fully Paid,debt_consolidation,125xx,NY,11.37,0,1,0,0,2408,0,0,0,5,18,0
27963,10975, 36 months,17.10%,C,Office Assistant,3 years,RENT,32000,Verified,Fully Paid,other,927xx,CA,11.74,0,3,0,0,2681,0,0,0,1,1,0
27964,28000, 60 months,19.20%,D,Solutions Architect,3 years,MORTGAGE,136378,Source Verified,Fully Paid,credit_card,941xx,CA,11.04,0,0,0,0,5775,0,0,0,6,6,0
27965,27575, 36 months,22.40%,E,Resources Managment Specialist,10+ years,MORTGAGE,82440,Verified,Fully Paid,debt_consolidation,301xx,GA,31.12,0,3,0,0,15916,0,0,0,6,6,0
27966,32000, 60 months,19.52%,D,Superintendent,3 years,RENT,154000,Verified,Fully Paid,credit_card,196xx,PA,8.67,2,2,0,0,3581,0,0,0,5,6,0
27967,6000, 36 months,6.62%,A,Loss Mitigation,4 years,RENT,76000,Source Verified,Fully Paid,credit_card,852xx,AZ,14.78,0,0,0,0,2206,0,0,0,4,4,0
27968,23275, 60 months,21.00%,E,Investment Solutions Representative,2 years,RENT,65000,Source Verified,Fully Paid,debt_consolidation,841xx,UT,24.1,0,0,0,0,3734,0,0,0,4,8,0
27969,4800, 36 months,15.61%,C,General Mgr.,10+ years,MORTGAGE,52000,Not Verified,Fully Paid,debt_consolidation,619xx,IL,11.24,0,0,0,0,2962,0,0,2,6,6,0
27970,12000, 36 months,12.99%,B,Tech,2 years,MORTGAGE,70000,Not Verified,Fully Paid,credit_card,232xx,VA,13.15,1,1,0,0,2592,0,0,0,4,5,0
27971,25000, 36 months,8.90%,A,electrician,10+ years,OWN,80000,Source Verified,Fully Paid,debt_consolidation,982xx,WA,19.02,0,0,0,0,4889,0,0,0,5,5,0
27972,13800, 36 months,7.62%,A,Dean,4 years,RENT,62450,Not Verified,Fully Paid,debt_consolidation,265xx,WV,14.58,0,1,0,0,4904,0,0,0,5,6,0
27973,10000, 36 months,11.99%,B,Alarm Technician,3 years,RENT,75000,Verified,Fully Paid,debt_consolidation,604xx,IL,10.98,0,0,1,0,1101,0,0,0,2,2,1
27974,4000, 36 months,7.90%,A,,2 years,RENT,35000,Source Verified,Fully Paid,credit_card,540xx,WI,4.39,0,2,1,0,326,0,0,3,3,6,1
27975,16450, 36 months,17.10%,C,Nail Tech,8 years,MORTGAGE,50000,Source Verified,Charged Off,debt_consolidation,381xx,TN,25.16,0,0,1,0,5865,0,0,6,2,2,1
27976,7000, 36 months,15.10%,C,Clinic Manger,3 years,RENT,70000,Not Verified,Charged Off,debt_consolidation,801xx,CO,8.19,0,0,0,0,2448,0,0,0,3,5,0
27977,12000, 60 months,17.76%,D,admin. asst,3 years,OWN,42000,Source Verified,Charged Off,credit_card,945xx,CA,28.29,0,0,0,0,3119,0,0,0,5,7,0
27978,24000, 60 months,16.20%,C,mixer operator,10+ years,MORTGAGE,55000,Verified,Fully Paid,credit_card,447xx,OH,21.95,0,1,1,0,15797,0,0,0,4,4,1
27979,8875, 36 months,15.10%,C,caregiver,10+ years,RENT,26000,Not Verified,Charged Off,debt_consolidation,949xx,CA,14.17,0,0,0,0,1754,0,0,0,4,4,0
27980,16250, 36 months,7.90%,A,,n/a,MORTGAGE,68000,Source Verified,Fully Paid,credit_card,125xx,NY,15.48,0,1,0,0,24625,0,0,0,2,3,0
27981,24000, 36 months,6.03%,A,Staff Auditor,< 1 year,RENT,68000,Not Verified,Fully Paid,debt_consolidation,104xx,NY,16.55,0,0,0,0,5328,0,0,0,4,5,0
27982,20000, 60 months,16.20%,C,Driver,10+ years,MORTGAGE,49000,Source Verified,Charged Off,debt_consolidation,967xx,HI,21.48,0,1,0,0,19513,0,0,0,4,4,0
27983,25000, 60 months,13.67%,B,Sr. Medical sales rep,7 years,MORTGAGE,130000,Source Verified,Fully Paid,home_improvement,926xx,CA,14.48,1,0,0,0,9009,0,0,0,4,4,0
27984,7500, 36 months,11.99%,B,Labor Coordinator,2 years,RENT,31200,Not Verified,Fully Paid,debt_consolidation,917xx,CA,22.62,0,0,0,0,1467,0,0,0,2,4,0
27985,8300, 36 months,17.76%,D,Buyer,5 years,MORTGAGE,37250,Not Verified,Fully Paid,debt_consolidation,553xx,MN,10.86,0,1,0,0,10518,0,0,0,6,6,0
27986,20000, 60 months,19.52%,D,VP Compensation,3 years,MORTGAGE,134500,Verified,Charged Off,credit_card,750xx,TX,14.45,0,3,1,0,21783,0,0,0,3,3,0
27987,10000, 36 months,11.99%,B,Investment Analyst,1 year,RENT,44000,Not Verified,Fully Paid,debt_consolidation,752xx,TX,13.03,1,0,0,0,5457,0,0,0,4,4,0
27988,25000, 36 months,15.61%,C,accountant,10+ years,RENT,70000,Source Verified,Charged Off,debt_consolidation,024xx,MA,34.55,0,0,0,0,5011,0,0,0,7,7,0
27989,17825, 36 months,17.76%,D,Operations Engineer,< 1 year,RENT,65000,Verified,Fully Paid,debt_consolidation,980xx,WA,13.22,0,1,0,0,1979,0,0,2,2,4,0
27990,15000, 36 months,13.67%,B,paralegal,10+ years,OWN,48000,Not Verified,Fully Paid,debt_consolidation,350xx,AL,11.78,0,0,0,0,2033,0,0,2,6,6,0
27991,31300, 60 months,19.20%,D,Operations Officer,10+ years,RENT,70404,Verified,Charged Off,debt_consolidation,401xx,KY,18.43,0,0,0,0,5231,0,0,0,2,3,0
27992,12000, 36 months,8.90%,A,conductor,4 years,RENT,75000,Not Verified,Fully Paid,credit_card,111xx,NY,12.21,0,0,0,0,1582,0,0,0,2,6,0
27993,10000, 36 months,6.62%,A,Account Executive,4 years,RENT,65000,Not Verified,Charged Off,debt_consolidation,023xx,MA,14.64,0,0,0,0,2322,0,0,0,1,3,0
27994,19000, 36 months,8.90%,A,Speech therapist,10+ years,MORTGAGE,81000,Not Verified,Fully Paid,debt_consolidation,028xx,RI,17.6,0,0,0,0,21430,0,0,0,4,5,0
27995,1500, 36 months,17.10%,C,teacher,10+ years,RENT,69000,Verified,Fully Paid,other,865xx,AZ,33.41,2,3,0,0,2861,0,0,1,2,2,0
27996,9750, 36 months,11.99%,B,Service Advocate ,2 years,MORTGAGE,30000,Verified,Fully Paid,debt_consolidation,481xx,MI,21.84,0,0,0,0,18842,0,0,0,2,2,0
27997,10000, 36 months,14.30%,C,Director Of Nursing,8 years,MORTGAGE,85000,Source Verified,Fully Paid,debt_consolidation,460xx,IN,20.29,0,3,0,0,9930,0,0,0,1,1,0
27998,19000, 36 months,6.03%,A,Warehouse / Logistics Manager,2 years,MORTGAGE,88500,Not Verified,Fully Paid,credit_card,450xx,OH,28.69,0,0,0,0,10502,0,0,0,6,10,0
27999,35000, 36 months,18.55%,D,Major,10+ years,MORTGAGE,140000,Verified,Fully Paid,credit_card,660xx,KS,24.87,0,0,0,0,18831,0,0,0,5,5,0
28000,15000, 36 months,7.90%,A,Electrical Foreman,6 years,MORTGAGE,90000,Not Verified,Fully Paid,other,776xx,TX,8.81,0,0,0,0,19366,0,0,0,1,2,0
28001,7200, 36 months,14.30%,C,Night Supervisor,7 years,MORTGAGE,25000,Verified,Charged Off,credit_card,850xx,AZ,26.16,0,2,0,0,3648,0,0,0,3,3,0
28002,14000, 36 months,9.67%,B,Implementation engineer,5 years,MORTGAGE,80000,Not Verified,Fully Paid,debt_consolidation,442xx,OH,11.6,0,1,0,0,12426,0,0,1,4,7,0
28003,15500, 36 months,7.90%,A,Business Analyst,2 years,RENT,56040,Not Verified,Fully Paid,credit_card,152xx,PA,20.13,0,0,0,0,9183,0,0,0,4,4,0
28004,9450, 36 months,16.20%,C,record center specialist,7 years,RENT,28500,Verified,Charged Off,debt_consolidation,328xx,FL,16.67,0,0,0,0,3060,0,0,0,3,3,0
28005,7000, 36 months,10.99%,B,H..h.a,5 years,RENT,30000,Verified,Fully Paid,credit_card,104xx,NY,12.12,0,1,0,0,524,0,0,0,5,6,0
28006,1000, 60 months,24.08%,F,Accountant,5 years,RENT,45760,Verified,Charged Off,other,200xx,DC,13.04,0,0,0,0,2287,0,0,0,7,9,0
28007,10400, 36 months,14.30%,C,Design Engineer,3 years,RENT,72800,Source Verified,Fully Paid,debt_consolidation,761xx,TX,31.16,0,0,0,0,12478,0,0,0,4,4,0
28008,10000, 36 months,15.61%,C,Radiology Technologist,6 years,MORTGAGE,60000,Verified,Charged Off,credit_card,577xx,SD,27.7,0,2,0,0,10311,0,0,0,2,2,0
28009,4000, 36 months,13.67%,B,Teacher Associate,10+ years,RENT,30000,Not Verified,Fully Paid,debt_consolidation,087xx,NJ,13.84,0,0,0,0,859,0,0,0,4,4,0
28010,23500, 36 months,9.67%,B,,n/a,RENT,53712,Verified,Fully Paid,debt_consolidation,960xx,CA,28.84,0,2,0,0,6407,0,0,0,2,3,0
28011,15000, 60 months,16.20%,C,Registered Nurse,5 years,RENT,75000,Source Verified,Fully Paid,debt_consolidation,915xx,CA,9.26,0,0,0,0,1878,0,0,0,4,4,0
28012,5000, 36 months,15.10%,C,,10+ years,MORTGAGE,95000,Verified,Fully Paid,debt_consolidation,600xx,IL,17.53,0,1,1,0,10366,0,0,0,4,4,1
28013,6000, 36 months,15.10%,C,Receptionist,5 years,OWN,38000,Source Verified,Fully Paid,debt_consolidation,078xx,NJ,30.92,1,0,0,0,2735,0,0,1,5,5,0
28014,15600, 36 months,9.67%,B,Cage Manager,7 years,MORTGAGE,75000,Source Verified,Fully Paid,credit_card,631xx,MO,6.77,0,1,0,0,1602,0,0,0,7,9,0
28015,12000, 36 months,9.67%,B,Sr. Programmer/Analyst,10+ years,MORTGAGE,100107,Source Verified,Fully Paid,debt_consolidation,302xx,GA,12.77,0,4,0,0,12890,0,0,0,2,5,0
28016,10000, 60 months,24.08%,F,asst manager,10+ years,MORTGAGE,51000,Verified,Charged Off,debt_consolidation,851xx,AZ,6.54,0,1,1,0,2008,0,0,1,4,4,1
28017,11500, 36 months,15.61%,C,Dental Hygienist,< 1 year,RENT,67200,Not Verified,Fully Paid,credit_card,959xx,CA,18.91,0,0,0,0,4598,0,0,0,6,6,0
28018,15000, 36 months,8.90%,A,POLICE OFFICER,9 years,MORTGAGE,92000,Not Verified,Fully Paid,debt_consolidation,113xx,NY,15.48,0,0,0,0,8451,0,0,0,3,4,0
28019,5300, 36 months,7.90%,A,Administrative Assistant,< 1 year,OWN,45000,Not Verified,Fully Paid,credit_card,112xx,NY,7.55,0,0,1,0,1315,0,0,3,2,3,1
28020,10400, 60 months,15.10%,C,"Sales and leasing agent,property manager",10+ years,MORTGAGE,50000,Source Verified,Fully Paid,credit_card,303xx,GA,16.39,0,0,0,0,7774,0,0,3,5,7,0
28021,18000, 60 months,19.20%,D,Operations Supervisor,2 years,MORTGAGE,54000,Source Verified,Fully Paid,debt_consolidation,494xx,MI,28.78,1,1,1,0,10356,0,0,0,7,8,1
28022,8000, 36 months,10.99%,B,Flight Attendant,< 1 year,RENT,25000,Not Verified,Fully Paid,credit_card,857xx,AZ,10.85,0,0,0,0,4293,0,0,0,3,3,0
28023,8000, 36 months,14.30%,C,Supervisor/sales,7 years,RENT,75000,Not Verified,Fully Paid,debt_consolidation,018xx,MA,16.22,0,0,0,0,10411,0,0,1,2,3,0
28024,15000, 36 months,6.62%,A,Motor Vehicle Safety Administrator,10+ years,MORTGAGE,127627,Verified,Fully Paid,debt_consolidation,967xx,HI,26.43,0,0,0,0,33867,0,0,0,5,7,0
28025,15000, 60 months,16.20%,C,Receiving Manager,10+ years,OWN,44000,Source Verified,Fully Paid,debt_consolidation,431xx,OH,29.21,0,1,0,0,2319,0,0,1,4,4,0
28026,24575, 60 months,21.70%,E,Accounts payable ,5 years,MORTGAGE,56000,Source Verified,Fully Paid,debt_consolidation,600xx,IL,28.83,1,1,1,0,3276,0,0,0,6,8,1
28027,13750, 36 months,13.67%,B,President,10+ years,RENT,150000,Source Verified,Fully Paid,credit_card,980xx,WA,8.69,3,1,0,0,2585,0,0,1,4,4,0
28028,13200, 60 months,23.70%,F,Commercial Pest Control Manager,7 years,MORTGAGE,41000,Verified,Fully Paid,other,275xx,NC,27.11,0,0,0,0,14227,0,0,1,4,4,0
28029,16000, 36 months,15.10%,C,Manager,3 years,RENT,60000,Source Verified,Fully Paid,small_business,300xx,GA,15.54,0,1,0,0,7948,0,0,0,3,3,0
28030,4000, 36 months,19.20%,D,,10+ years,RENT,30000,Source Verified,Fully Paid,debt_consolidation,980xx,WA,11.56,1,0,0,0,1067,0,0,0,3,3,0
28031,22750, 36 months,18.55%,D,Mortgage Underwriter,< 1 year,MORTGAGE,55500,Verified,Fully Paid,debt_consolidation,852xx,AZ,25.62,0,0,1,0,45994,0,0,0,4,4,1
28032,20000, 60 months,15.10%,C,Chemical Operator,10+ years,MORTGAGE,80000,Verified,Fully Paid,credit_card,481xx,MI,20.81,0,0,0,0,7815,0,0,0,5,6,0
28033,25000, 36 months,7.90%,A,Engineer,< 1 year,RENT,60000,Source Verified,Fully Paid,debt_consolidation,108xx,NY,15.18,0,2,0,0,2488,0,0,0,5,5,0
28034,8000, 36 months,17.76%,D,ASSEMBLER,7 years,OWN,30000,Not Verified,Fully Paid,vacation,956xx,CA,10.04,0,1,0,0,1337,0,0,0,2,3,0
28035,10000, 60 months,9.67%,B,,n/a,MORTGAGE,68000,Source Verified,Fully Paid,debt_consolidation,284xx,NC,12.24,0,0,0,0,13282,0,0,0,3,5,0
28036,35000, 60 months,15.10%,C,Banker,10+ years,OWN,151000,Source Verified,Charged Off,credit_card,194xx,PA,18.82,0,0,0,0,46444,0,0,0,5,5,0
28037,9000, 36 months,6.62%,A,Teacher,10+ years,RENT,70000,Not Verified,Fully Paid,debt_consolidation,945xx,CA,15.86,0,1,0,0,3872,0,0,2,3,4,0
28038,5000, 60 months,19.52%,D,Financial Operations Rep,7 years,RENT,42500,Verified,Fully Paid,other,030xx,NH,16.63,0,1,0,0,3426,0,0,0,4,4,0
28039,4500, 36 months,14.30%,C,,n/a,MORTGAGE,50000,Source Verified,Fully Paid,debt_consolidation,349xx,FL,10.56,2,1,0,0,14305,0,0,1,5,6,0
28040,11850, 36 months,19.52%,D,store manager,2 years,OWN,36000,Not Verified,Fully Paid,debt_consolidation,100xx,NY,19.5,0,1,0,0,750,0,0,0,7,8,0
28041,12000, 36 months,6.62%,A,shop,8 years,MORTGAGE,40000,Verified,Fully Paid,credit_card,453xx,OH,22.11,1,0,0,0,16344,0,0,0,6,6,0
28042,12000, 60 months,22.40%,E,Procurement Specialist 2,10+ years,RENT,42000,Source Verified,Charged Off,credit_card,705xx,LA,22.4,0,1,1,0,1082,0,0,0,4,4,1
28043,16000, 36 months,7.90%,A,Assistant to the Mayor,9 years,MORTGAGE,47753,Verified,Fully Paid,debt_consolidation,128xx,NY,28.83,0,1,0,0,6534,0,0,0,4,14,0
28044,22800, 36 months,13.67%,B,Service Clerk,10+ years,MORTGAGE,60000,Verified,Fully Paid,debt_consolidation,805xx,CO,17.84,0,0,1,0,22032,0,0,0,4,4,1
28045,14075, 36 months,16.20%,C,production manager,10+ years,RENT,36000,Source Verified,Fully Paid,other,850xx,AZ,6.1,0,1,0,0,1831,0,0,0,1,2,0
28046,25200, 60 months,12.99%,B,Captain,10+ years,MORTGAGE,130000,Verified,Charged Off,credit_card,115xx,NY,18.68,2,0,0,0,28361,0,0,0,3,3,0
28047,18000, 36 months,7.62%,A,Nurse care Manager,< 1 year,RENT,78000,Not Verified,Fully Paid,credit_card,105xx,NY,15.11,0,0,0,0,3500,0,0,0,3,3,0
28048,6000, 36 months,15.10%,C,Coordinating Manager,10+ years,RENT,52000,Verified,Fully Paid,debt_consolidation,112xx,NY,7.09,0,0,1,0,468,0,0,0,2,3,1
28049,15000, 36 months,11.99%,B,CFO,3 years,RENT,84000,Verified,Fully Paid,debt_consolidation,750xx,TX,25.59,0,0,0,0,21884,0,0,0,3,4,0
28050,9500, 36 months,7.62%,A,Research Associate II,3 years,RENT,53000,Verified,Fully Paid,credit_card,303xx,GA,17.55,0,0,0,0,5203,0,0,0,2,3,0
28051,15000, 36 months,8.90%,A,Project Engineer,10+ years,MORTGAGE,78000,Not Verified,Fully Paid,debt_consolidation,483xx,MI,26.44,0,0,1,0,12911,0,0,0,3,4,1
28052,15000, 60 months,13.67%,B,supervisor,10+ years,MORTGAGE,55000,Source Verified,Fully Paid,credit_card,199xx,DE,10.56,0,0,0,0,17474,0,0,0,3,4,0
28053,13200, 36 months,16.20%,C,Driver,5 years,OWN,70000,Verified,Fully Paid,debt_consolidation,465xx,IN,5,0,0,2,0,1277,0,0,0,4,4,2
28054,21000, 36 months,8.90%,A,Financial Administrator,10+ years,OWN,85000,Source Verified,Fully Paid,credit_card,323xx,FL,12.34,1,0,0,0,3600,0,0,0,2,2,0
28055,6725, 36 months,15.61%,C,Director of Nursing,< 1 year,MORTGAGE,70000,Verified,Fully Paid,credit_card,260xx,WV,5.23,0,3,1,0,863,0,0,0,2,4,1
28056,8000, 36 months,11.99%,B,finance clerk,4 years,RENT,29000,Not Verified,Fully Paid,debt_consolidation,141xx,NY,16.06,0,0,0,0,9331,0,0,0,3,3,0
28057,3600, 36 months,19.20%,D,Field Support Consultant,10+ years,MORTGAGE,63000,Verified,Fully Paid,debt_consolidation,328xx,FL,11.81,0,1,0,0,27281,0,0,1,1,1,0
28058,8500, 36 months,10.99%,B,manager,10+ years,RENT,50000,Verified,Fully Paid,debt_consolidation,019xx,MA,22.61,0,0,0,0,8604,0,0,4,3,3,0
